,Ngày,Thay đổi (+/-%),Số lệnh mua,Khối lượng đặt mua,KLTB 1 lệnh mua,Số lệnh đặt bán,Khối lượng đặt bán,KLTB 1 lệnh bán,Chênh lệch KL đặt mua - đặt bán
1,13/04/2015,12.5 (-2.34 %),127,329200,2592,124,731100,5896,-401900
2,10/04/2015,12.8 (-1.54 %),53,141800,2675,148,575400,3888,-433600
3,09/04/2015,13 (2.36 %),62,473000,7629,143,445100,3113,27900
4,08/04/2015,12.7 (1.60 %),62,197900,3192,83,170900,2059,27000
5,07/04/2015,12.5 (0.81 %),70,203900,2913,62,187300,3021,16600
6,06/04/2015,12.4 (0.00 %),55,177600,3229,56,181000,3232,-3400
7,03/04/2015,12.4 (-0.80 %),66,124200,1882,63,104700,1662,19500
8,02/04/2015,12.5 (1.63 %),143,266300,1862,94,198900,2116,67400
9,01/04/2015,12.3 (-2.38 %),92,338100,3675,83,306900,3698,31200
10,31/03/2015,12.6 (1.61 %),114,308100,2703,75,168800,2251,139300
11,30/03/2015,12.4 (-3.13 %),173,364000,2104,129,521700,4044,-157700
12,27/03/2015,12.8 (-1.54 %),140,321500,2296,133,1102000,8286,-780500
13,26/03/2015,13 (0.00 %),86,647400,7528,139,616800,4437,30600
14,25/03/2015,13 (-0.76 %),145,339300,2340,95,350000,3684,-10700
15,24/03/2015,13.1 (0.77 %),89,800000,8989,166,625700,3769,174300
16,23/03/2015,13 (-0.76 %),105,527500,5024,112,550800,4918,-23300
17,20/03/2015,13.1 (0.00 %),95,398100,4191,76,266500,3507,131600
18,19/03/2015,13.1 (1.55 %),142,609300,4291,132,472800,3582,136500
19,18/03/2015,12.9 (-1.53 %),199,518100,2604,107,418900,3915,99200
20,17/03/2015,13.1 (0.77 %),171,616600,3606,109,562700,5162,53900
1,16/03/2015,13 (-1.52 %),197,450700,2288,122,515000,4221,-64300
2,13/03/2015,13.2 (-0.75 %),132,367300,2783,111,369000,3324,-1700
3,12/03/2015,13.3 (0.00 %),159,464700,2923,135,473700,3509,-9000
4,11/03/2015,13.3 (-0.75 %),137,284100,2074,98,390900,3989,-106800
5,10/03/2015,13.4 (0.00 %),132,264900,2007,111,397800,3584,-132900
6,09/03/2015,13.4 (-1.47 %),123,392300,3189,124,460400,3713,-68100
7,06/03/2015,13.6 (-0.73 %),124,452400,3648,173,608800,3519,-156400
8,05/03/2015,13.7 (1.48 %),234,922800,3944,326,1055900,3239,-133100
9,04/03/2015,13.5 (0.00 %),115,477900,4156,169,578900,3425,-101000
10,03/03/2015,13.5 (1.50 %),174,687600,3952,151,556500,3685,131100
11,02/03/2015,13.3 (-2.21 %),121,352600,2914,201,597500,2973,-244900
12,27/02/2015,13.6 (4.62 %),265,1119300,4224,379,1041700,2749,77600
13,26/02/2015,13 (-0.76 %),167,469400,2811,113,526500,4659,-57100
14,25/02/2015,13.1 (0.00 %),115,346600,3014,133,388800,2923,-42200
15,24/02/2015,13.1 (0.77 %),96,183900,1916,82,215900,2633,-32000
16,13/02/2015,13 (0.00 %),98,313700,3201,98,789900,8060,-476200
17,12/02/2015,13 (0.78 %),72,217700,3024,124,562800,4539,-345100
18,11/02/2015,12.9 (-0.77 %),95,330500,3479,89,325300,3655,5200
19,10/02/2015,13 (0.00 %),70,438200,6260,131,522000,3985,-83800
20,09/02/2015,13 (0.00 %),122,560700,4596,134,505700,3774,55000
1,06/02/2015,13 (0.78 %),136,621200,4568,165,600600,3640,20600
2,05/02/2015,12.9 (-0.77 %),127,342000,2693,135,512600,3797,-170600
3,04/02/2015,13 (0.78 %),159,1280500,8053,290,1080600,3726,199900
4,03/02/2015,12.9 (-0.77 %),354,1898300,5362,375,1769300,4718,129000
5,02/02/2015,13 (0.00 %),179,388800,2172,183,480000,2623,-91200
6,30/01/2015,13 (-2.26 %),252,579200,2298,212,693900,3273,-114700
7,29/01/2015,13.3 (0.76 %),206,571800,2776,153,543900,3555,27900
8,28/01/2015,13.2 (-0.75 %),227,490700,2162,151,521500,3454,-30800
9,27/01/2015,13.3 (-2.21 %),367,1006700,2743,266,1222700,4597,-216000
10,26/01/2015,13.6 (0.74 %),197,691400,3510,285,730600,2564,-39200
11,23/01/2015,13.5 (0.00 %),264,857100,3247,250,831000,3324,26100
12,22/01/2015,13.5 (0.75 %),247,517200,2094,170,498500,2932,18700
13,21/01/2015,13.4 (0.00 %),213,454100,2132,165,484500,2936,-30400
14,20/01/2015,13.4 (-1.47 %),312,762400,2444,189,996100,5270,-233700
15,19/01/2015,13.6 (-0.73 %),199,480500,2415,199,693400,3484,-212900
16,16/01/2015,13.7 (0.00 %),369,990200,2683,265,879700,3320,110500
17,15/01/2015,13.7 (-0.72 %),365,951600,2607,280,1165500,4163,-213900
18,14/01/2015,13.8 (0.00 %),223,536500,2406,193,546900,2834,-10400
19,13/01/2015,13.8 (2.22 %),298,746600,2505,287,819900,2857,-73300
20,12/01/2015,13.5 (-2.88 %),659,1517500,2303,307,1617000,5267,-99500
1,09/01/2015,13.9 (-2.11 %),461,925400,2007,323,1227700,3801,-302300
2,08/01/2015,14.2 (-2.07 %),248,491400,1981,235,703800,2995,-212400
3,07/01/2015,14.5 (3.57 %),507,1457600,2875,589,1651800,2804,-194200
4,06/01/2015,14 (1.45 %),314,723800,2305,249,628500,2524,95300
5,05/01/2015,13.8 (-0.72 %),193,426200,2208,248,627800,2531,-201600
6,31/12/2014,13.9 (3.73 %),354,1088600,3075,357,1060400,2970,28200
7,30/12/2014,13.4 (2.29 %),291,757800,2604,205,539700,2633,218100
8,29/12/2014,13.1 (-2.96 %),238,491400,2065,222,593500,2673,-102100
9,26/12/2014,13.5 (-0.74 %),295,654800,2220,261,522500,2002,132300
10,25/12/2014,13.6 (-1.45 %),303,815100,2690,219,669300,3056,145800
11,24/12/2014,13.8 (0.73 %),293,760600,2596,260,743200,2858,17400
12,23/12/2014,13.7 (-4.20 %),414,1165500,2815,426,1566300,3677,-400800
13,22/12/2014,14.3 (8.33 %),489,1231700,2519,265,918500,3466,313200
14,19/12/2014,13.2 (-6.38 %),938,2305100,2457,423,1977000,4674,328100
15,18/12/2014,14.1 (-9.62 %),1300,3609900,2777,680,3978200,5850,-368300
16,17/12/2014,15.6 (-3.11 %),730,2518100,3449,421,2457800,5838,60300
17,16/12/2014,16.1 (-3.59 %),452,1214900,2688,329,1188500,3612,26400
18,15/12/2014,16.7 (0.00 %),297,877600,2955,220,936300,4256,-58700
19,12/12/2014,16.7 (0.60 %),331,819900,2477,207,867600,4191,-47700
20,11/12/2014,16.6 (-2.35 %),433,1048000,2420,288,1318200,4577,-270200
1,10/12/2014,17 (4.29 %),507,1749000,3450,372,1379100,3707,369900
2,09/12/2014,16.3 (-7.39 %),560,2109100,3766,380,2053000,5403,56100
3,08/12/2014,17.6 (1.15 %),302,1462600,4843,402,1702500,4235,-239900
4,05/12/2014,17.4 (-0.57 %),586,1892300,3229,414,1946700,4702,-54400
5,04/12/2014,17.5 (-1.69 %),491,1665400,3392,516,2025200,3925,-359800
6,03/12/2014,17.8 (-0.56 %),390,1627100,4172,621,1942500,3128,-315400
7,02/12/2014,17.9 (1.13 %),403,1653300,4102,660,2114200,3203,-460900
8,01/12/2014,17.7 (0.00 %),609,2154900,3538,740,2870700,3879,-715800
9,28/11/2014,17.7 (5.99 %),724,4029600,5566,1239,4533600,3659,-504000
10,27/11/2014,16.7 (3.09 %),348,1405200,4038,355,1042400,2936,362800
11,26/11/2014,16.2 (-1.82 %),592,2411000,4073,869,3116900,3587,-705900
12,25/11/2014,16.5 (0.00 %),196,490000,2500,279,793800,2845,-303800
13,24/11/2014,16.5 (1.23 %),241,1115600,4629,437,1402100,3208,-286500
14,21/11/2014,16.3 (1.88 %),811,3475700,4286,1390,4180700,3008,-705000
15,20/11/2014,16 (0.63 %),231,751200,3252,273,887700,3252,-136500
16,19/11/2014,15.9 (-0.62 %),196,512400,2614,255,697800,2736,-185400
17,18/11/2014,16 (1.27 %),531,2119400,3991,638,2330600,3653,-211200
18,17/11/2014,15.8 (0.00 %),127,355900,2802,137,467600,3413,-111700
19,14/11/2014,15.8 (-1.86 %),151,311600,2064,133,410600,3087,-99000
20,13/11/2014,16.1 (0.00 %),97,280000,2887,175,467000,2669,-187000
1,12/11/2014,16.1 (1.90 %),136,448900,3301,136,461100,3390,-12200
2,11/11/2014,15.8 (-2.47 %),162,530100,3272,201,732000,3642,-201900
3,10/11/2014,16.2 (0.00 %),136,398900,2933,256,812000,3172,-413100
4,07/11/2014,16.2 (0.00 %),112,306000,2732,189,447300,2367,-141300
5,06/11/2014,16.2 (3.85 %),215,824000,3833,400,965300,2413,-141300
6,05/11/2014,15.6 (0.00 %),69,196200,2843,67,215900,3222,-19700
7,04/11/2014,15.6 (-1.27 %),43,190700,4435,93,196000,2108,-5300
8,03/11/2014,15.8 (1.28 %),92,300000,3261,153,309000,2020,-9000
9,31/10/2014,15.6 (1.30 %),75,312500,4167,118,250500,2123,62000
10,30/10/2014,15.4 (-0.65 %),63,173700,2757,103,246100,2389,-72400
11,29/10/2014,15.5 (2.65 %),88,253100,2876,85,158700,1867,94400
12,28/10/2014,15.1 (-0.66 %),118,179100,1518,70,161300,2304,17800
13,27/10/2014,15.2 (-1.94 %),92,141400,1537,92,197000,2141,-55600
14,24/10/2014,15.5 (0.00 %),90,140000,1556,89,232700,2615,-92700
15,23/10/2014,15.5 (-1.27 %),93,182800,1966,92,312500,3397,-129700
16,22/10/2014,15.7 (0.64 %),86,202100,2350,97,202000,2082,100
17,21/10/2014,15.6 (0.65 %),88,237000,2693,106,209100,1973,27900
18,20/10/2014,15.5 (-0.64 %),78,120000,1538,106,202100,1907,-82100
19,17/10/2014,15.6 (1.96 %),120,312900,2608,111,239800,2160,73100
20,16/10/2014,15.3 (-3.77 %),229,557100,2433,125,439400,3515,117700
1,15/10/2014,15.9 (0.00 %),155,306700,1979,99,300000,3030,6700
2,14/10/2014,15.9 (-2.45 %),107,293800,2746,137,479100,3497,-185300
3,13/10/2014,16.3 (1.24 %),152,336900,2216,116,345900,2982,-9000
4,10/10/2014,16.1 (-1.83 %),193,401300,2079,149,453100,3041,-51800
5,09/10/2014,16.4 (0.00 %),150,360500,2403,159,481700,3030,-121200
6,08/10/2014,16.4 (0.61 %),272,562300,2067,240,718600,2994,-156300
7,07/10/2014,16.3 (-2.40 %),316,904700,2863,245,1082300,4418,-177600
8,06/10/2014,16.7 (0.00 %),108,281500,2606,254,570100,2244,-288600
9,03/10/2014,16.7 (1.21 %),154,620600,4030,352,752400,2138,-131800
10,02/10/2014,16.5 (2.48 %),211,632700,2999,300,801700,2672,-169000
11,01/10/2014,16.1 (2.55 %),135,519200,3846,168,598100,3560,-78900
12,30/09/2014,15.7 (-0.63 %),181,386500,2135,99,309100,3122,77400
13,29/09/2014,15.8 (-1.25 %),152,486100,3198,124,474600,3827,11500
14,26/09/2014,16 (-1.23 %),144,310500,2156,164,474600,2894,-164100
15,25/09/2014,16.2 (0.00 %),237,375300,1584,152,379100,2494,-3800
16,24/09/2014,16.2 (0.62 %),215,443900,2065,157,560400,3569,-116500
17,23/09/2014,16.1 (-1.23 %),267,749100,2806,230,634500,2759,114600
18,22/09/2014,16.3 (-1.81 %),171,406800,2379,212,649600,3064,-242800
19,19/09/2014,16.6 (-0.60 %),117,263800,2255,187,573800,3068,-310000
20,18/09/2014,16.7 (1.21 %),328,1529700,4664,527,1862200,3534,-332500
1,17/09/2014,16.5 (-1.20 %),255,840500,3296,298,1097900,3684,-257400
2,16/09/2014,16.7 (0.00 %),256,703700,2749,206,618800,3004,84900
3,15/09/2014,16.7 (-0.60 %),222,665000,2995,371,1011300,2726,-346300
4,12/09/2014,16.8 (0.60 %),295,940900,3189,221,804300,3639,136600
5,11/09/2014,16.7 (-0.60 %),275,958600,3486,266,1014300,3813,-55700
6,10/09/2014,16.8 (0.60 %),277,697300,2517,242,595200,2460,102100
7,05/09/2014,16.7 (0.60 %),247,605900,2453,225,626000,2782,-20100
8,04/09/2014,16.6 (-1.78 %),312,636900,2041,238,837700,3520,-200800
9,29/08/2014,16.8 (0.00 %),274,580000,2117,214,484600,2264,95400
10,26/08/2014,17.1 (8.92 %),1246,2698700,2166,442,1750900,3961,947800
11,21/08/2014,20.4 (-0.97 %),399,1170100,2933,257,1135800,4419,34300
12,20/08/2014,20.6 (-0.48 %),254,523100,2059,200,595900,2980,-72800
13,19/08/2014,20.7 (-2.82 %),403,1017200,2524,278,1190400,4282,-173200
14,18/08/2014,0 (0.00 %),390,1216900,3120,315,1273500,4043,-56600
15,15/08/2014,0 (0.00 %),254,610600,2404,280,947800,3385,-337200
16,13/08/2014,0 (0.00 %),437,2166600,4958,322,1742800,5412,423800
17,12/08/2014,0 (0.00 %),55,114600,2084,99,220800,2230,-106200
18,11/08/2014,0 (0.00 %),80,224200,2803,140,364500,2604,-140300
19,08/08/2014,0 (0.00 %),212,520500,2455,254,586400,2309,-65900
20,07/08/2014,0 (0.00 %),56,136700,2441,66,191800,2906,-55100
1,06/08/2014,18.7 (0.00 %),82,181500,2213,98,250800,2559,-69300
2,05/08/2014,18.7 (1.63 %),113,248800,2202,116,361400,3116,-112600
3,04/08/2014,18.4 (0.55 %),87,142600,1639,68,133700,1966,8900
4,01/08/2014,18.3 (-0.54 %),93,232400,2499,93,279100,3001,-46700
5,31/07/2014,18.4 (0.55 %),143,381000,2664,83,228700,2755,152300
6,30/07/2014,18.3 (-1.08 %),84,330200,3931,77,314900,4090,15300
7,29/07/2014,18.5 (0.00 %),119,256200,2153,114,210200,1844,46000
8,28/07/2014,18.5 (-2.63 %),180,446800,2482,166,425600,2564,21200
9,25/07/2014,19 (-2.56 %),114,365600,3207,165,470800,2853,-105200
10,24/07/2014,19.5 (1.56 %),175,688400,3934,158,491900,3113,196500
11,23/07/2014,19.2 (-0.52 %),67,160500,2396,118,268500,2275,-108000
12,22/07/2014,19.3 (0.00 %),93,280300,3014,101,188300,1864,92000
13,21/07/2014,19.3 (-1.53 %),150,333600,2224,151,399000,2642,-65400
14,18/07/2014,19.6 (0.00 %),179,385600,2154,112,481000,4295,-95400
15,17/07/2014,19.6 (0.00 %),179,359900,2011,137,476600,3479,-116700
16,16/07/2014,19.6 (-0.51 %),154,429800,2791,201,643700,3202,-213900
17,14/07/2014,19.6 (1.03 %),107,336800,3148,106,216400,2042,120400
18,11/07/2014,19.4 (-1.52 %),192,569700,2967,157,556400,3544,13300
19,10/07/2014,19.7 (-2.96 %),253,695400,2749,224,657600,2936,37800
20,09/07/2014,0 (0.00 %),160,377300,2358,189,440900,2333,-63600
1,08/07/2014,19.8 (3.13 %),182,741600,4075,193,625600,3241,116000
2,07/07/2014,19.2 (0.00 %),128,480000,3750,156,564300,3617,-84300
3,04/07/2014,19.2 (0.00 %),142,469100,3304,186,616700,3316,-147600
4,03/07/2014,19.2 (2.67 %),264,1074300,4069,248,1017000,4101,57300
5,02/07/2014,18.7 (3.31 %),220,709100,3223,243,564900,2325,144200
6,01/07/2014,18.1 (0.56 %),129,395800,3068,146,356100,2439,39700
7,30/06/2014,18 (0.00 %),97,259600,2676,104,220500,2120,39100
8,27/06/2014,18 (-1.10 %),89,218900,2460,108,404500,3745,-185600
9,26/06/2014,18.2 (0.55 %),105,328100,3125,132,448100,3395,-120000
10,25/06/2014,18.1 (1.69 %),103,381000,3699,142,267100,1881,113900
11,24/06/2014,17.8 (1.14 %),71,257400,3625,108,197200,1826,60200
12,23/06/2014,17.6 (-0.56 %),68,299500,4404,112,286100,2554,13400
13,20/06/2014,17.7 (-0.56 %),80,175000,2188,104,263000,2529,-88000
14,19/06/2014,17.8 (-0.56 %),168,361900,2154,143,399600,2794,-37700
15,18/06/2014,17.9 (1.70 %),188,550200,2927,181,615900,3403,-65700
16,17/06/2014,18.6 (0.00 %),170,399400,2349,132,451600,3421,-52200
17,16/06/2014,18.6 (-0.53 %),100,298900,2989,111,347000,3126,-48100
18,13/06/2014,18.7 (0.54 %),132,410700,3111,114,285000,2500,125700
19,12/06/2014,18.6 (-1.06 %),108,359000,3324,146,543900,3725,-184900
20,11/06/2014,18.8 (1.62 %),154,495200,3216,144,409800,2846,85400
1,10/06/2014,18.5 (0.54 %),188,699000,3718,262,713000,2721,-14000
2,09/06/2014,18.4 (0.00 %),132,260500,1973,131,291600,2226,-31100
3,06/06/2014,18.4 (1.66 %),98,290100,2960,78,173900,2229,116200
4,05/06/2014,18.1 (1.12 %),101,236400,2341,114,142000,1246,94400
5,04/06/2014,17.9 (-1.10 %),147,343900,2339,99,347300,3508,-3400
6,03/06/2014,18.1 (0.56 %),140,339100,2422,116,281600,2428,57500
7,02/06/2014,18 (-2.70 %),212,547900,2584,189,520900,2756,27000
8,30/05/2014,18.5 (-2.12 %),185,428600,2317,149,475000,3188,-46400
9,29/05/2014,18.9 (-2.58 %),283,922000,3258,228,719000,3154,203000
10,28/05/2014,19.4 (6.01 %),372,1169000,3142,361,978700,2711,190300
11,27/05/2014,18.3 (2.23 %),190,792700,4172,188,647600,3445,145100
12,26/05/2014,17.9 (0.56 %),123,411700,3347,98,254300,2595,157400
13,23/05/2014,17.8 (-0.56 %),115,414300,3603,103,254400,2470,159900
14,22/05/2014,17.9 (-3.24 %),236,776000,3288,216,977200,4524,-201200
15,21/05/2014,18.5 (2.78 %),199,729800,3667,204,779300,3820,-49500
16,20/05/2014,18 (7.14 %),150,656300,4375,175,497400,2842,158900
17,19/05/2014,16.8 (0.60 %),143,345200,2414,123,377600,3070,-32400
18,16/05/2014,16.7 (3.09 %),130,493800,3798,119,365900,3075,127900
19,15/05/2014,16.2 (-2.41 %),199,501600,2521,152,502800,3308,-1200
20,14/05/2014,16.6 (5.73 %),138,463400,3358,108,357900,3314,105500
1,13/05/2014,15.7 (1.29 %),168,680600,4051,188,606500,3226,74100
2,12/05/2014,15.5 (-7.74 %),170,766000,4506,126,585300,4645,180700
3,09/05/2014,16.8 (3.70 %),193,700400,3629,157,439800,2801,260600
4,08/05/2014,16.2 (-10.00 %),253,811500,3208,209,1104500,5285,-293000
5,07/05/2014,18 (-1.10 %),78,178900,2294,69,166600,2414,12300
6,06/05/2014,18.2 (-0.55 %),155,556600,3591,149,520100,3491,36500
7,05/05/2014,18.3 (-6.63 %),120,394600,3288,93,384300,4132,10300
8,29/04/2014,19.6 (1.03 %),62,153800,2481,59,150000,2542,3800
9,28/04/2014,19.4 (-0.51 %),67,186400,2782,81,183400,2264,3000
10,25/04/2014,19.5 (0.52 %),108,295700,2738,98,230800,2355,64900
11,24/04/2014,19.4 (-0.51 %),90,227800,2531,84,224400,2671,3400
12,23/04/2014,19.5 (-2.50 %),102,186800,1831,81,222700,2749,-35900
13,22/04/2014,20 (2.56 %),228,660300,2896,183,399500,2183,260800
14,21/04/2014,19.5 (-4.41 %),113,323500,2863,128,399600,3122,-76100
15,18/04/2014,20.4 (-5.12 %),150,544800,3632,188,725900,3861,-181100
16,17/04/2014,21.5 (3.37 %),132,669000,5068,130,369700,2844,299300
17,16/04/2014,20.8 (-3.26 %),220,485100,2205,147,556900,3788,-71800
18,15/04/2014,21.5 (-4.87 %),282,601200,2132,159,748900,4710,-147700
19,14/04/2014,22.6 (-1.74 %),270,611500,2265,142,682900,4809,-71400
20,11/04/2014,23 (-1.71 %),227,582700,2567,141,732300,5194,-149600
1,10/04/2014,23.4 (-2.50 %),144,337600,2344,205,669900,3268,-332300
2,08/04/2014,24 (4.35 %),205,858600,4188,345,862900,2501,-4300
3,07/04/2014,23 (0.88 %),112,382000,3411,134,455900,3402,-73900
4,04/04/2014,22.8 (-1.72 %),248,768400,3098,176,878800,4993,-110400
5,03/04/2014,23.2 (0.87 %),154,508800,3304,105,426000,4057,82800
6,02/04/2014,23 (-0.86 %),171,600900,3514,202,741200,3669,-140300
7,01/04/2014,23.2 (-2.52 %),162,718200,4433,183,744200,4067,-26000
8,31/03/2014,23.8 (1.71 %),154,861200,5592,182,531800,2922,329400
9,28/03/2014,23.4 (-0.43 %),164,664900,4054,137,490600,3581,174300
10,27/03/2014,23.5 (-0.42 %),270,951100,3523,169,639300,3783,311800
11,26/03/2014,23.6 (-4.84 %),348,1535800,4413,262,1436700,5484,99100
12,25/03/2014,24.8 (-3.50 %),191,703400,3683,247,992300,4017,-288900
13,24/03/2014,25.7 (2.39 %),252,1323700,5253,345,1212800,3515,110900
14,21/03/2014,25.1 (0.40 %),273,1074700,3937,201,1052000,5234,22700
15,20/03/2014,25 (0.00 %),171,737400,4312,216,592800,2744,144600
16,19/03/2014,25 (0.00 %),227,1149100,5062,189,782800,4142,366300
17,18/03/2014,25 (0.00 %),222,1113400,5015,240,917400,3823,196000
18,17/03/2014,25 (0.40 %),235,1165100,4958,193,853800,4424,311300
19,14/03/2014,24.9 (-2.35 %),517,1896200,3668,258,1728900,6701,167300
20,13/03/2014,25.5 (-1.54 %),268,1060600,3957,165,676300,4099,384300
1,12/03/2014,25.9 (0.78 %),185,1384000,7481,352,1014100,2881,369900
2,11/03/2014,25.7 (5.33 %),310,1991800,6425,595,1901800,3196,90000
3,10/03/2014,24.4 (0.41 %),110,852200,7747,260,803900,3092,48300
4,07/03/2014,24.3 (0.00 %),168,1044000,6214,335,1036500,3094,7500
5,06/03/2014,24.3 (7.05 %),373,2101500,5634,597,1896800,3177,204700
6,05/03/2014,22.7 (1.34 %),162,694900,4290,191,511500,2678,183400
7,04/03/2014,22.4 (1.82 %),235,1115800,4748,215,661600,3077,454200
8,03/03/2014,22 (-4.76 %),301,803000,2668,256,944100,3688,-141100
9,28/02/2014,23.1 (0.00 %),302,914400,3028,198,889600,4493,24800
10,27/02/2014,23.1 (-2.12 %),242,685000,2831,233,997200,4280,-312200
11,26/02/2014,23.6 (-1.26 %),332,880600,2652,231,998900,4324,-118300
12,25/02/2014,23.9 (0.00 %),261,834100,3196,289,1190700,4120,-356600
13,24/02/2014,23.9 (0.42 %),230,675600,2937,193,932600,4832,-257000
14,21/02/2014,23.8 (4.85 %),342,1585800,4637,390,1537100,3941,48700
15,20/02/2014,22.7 (-7.72 %),468,1286500,2749,291,1349000,4636,-62500
16,19/02/2014,24.6 (1.65 %),344,1246200,3623,316,1275100,4035,-28900
17,18/02/2014,24.2 (0.41 %),244,879200,3603,234,875700,3742,3500
18,17/02/2014,24.1 (2.99 %),557,1903700,3418,378,1786000,4725,117700
19,14/02/2014,23.4 (0.00 %),203,850000,4187,205,869900,4243,-19900
20,13/02/2014,23.4 (-1.27 %),309,1120700,3627,215,924600,4300,196100
1,12/02/2014,23.7 (3.04 %),181,929000,5133,171,586200,3428,342800
2,11/02/2014,23 (-4.56 %),198,622400,3143,197,1053400,5347,-431000
3,10/02/2014,24.1 (5.24 %),308,1195700,3882,232,926800,3995,268900
4,07/02/2014,22.9 (-2.14 %),213,730500,3430,158,728600,4611,1900
5,06/02/2014,23.4 (0.86 %),128,518600,4052,123,319500,2598,199100
6,27/01/2014,23.2 (1.31 %),183,597600,3266,124,487600,3932,110000
7,24/01/2014,22.9 (-1.29 %),181,532700,2943,158,529300,3350,3400
8,23/01/2014,23.2 (3.11 %),166,610800,3680,197,728500,3698,-117700
9,22/01/2014,22.5 (1.81 %),335,961200,2869,276,1154100,4182,-192900
10,21/01/2014,22.1 (9.95 %),241,1133700,4704,219,757900,3461,375800
11,20/01/2014,20.1 (-2.43 %),163,665800,4085,212,695800,3282,-30000
12,17/01/2014,20.6 (-1.44 %),242,1064900,4400,242,975600,4031,89300
13,16/01/2014,20.9 (0.97 %),197,880200,4468,228,917200,4023,-37000
14,15/01/2014,20.7 (6.70 %),293,1339700,4572,280,1198600,4281,141100
15,14/01/2014,19.4 (4.30 %),318,1546500,4863,266,1401300,5268,145200
16,13/01/2014,18.6 (0.00 %),154,611200,3969,155,620600,4004,-9400
17,10/01/2014,18.6 (-1.06 %),114,530000,4649,142,739100,5205,-209100
18,09/01/2014,18.8 (3.87 %),234,1107700,4734,242,949600,3924,158100
19,08/01/2014,18.1 (-0.55 %),89,379900,4269,118,503900,4270,-124000
20,07/01/2014,18.2 (1.11 %),74,340500,4601,191,576800,3020,-236300
1,06/01/2014,18 (2.86 %),75,354100,4721,164,378400,2307,-24300
2,03/01/2014,17.5 (-0.57 %),49,186300,3802,69,159700,2314,26600
3,02/01/2014,17.6 (-0.56 %),56,158600,2832,83,270200,3255,-111600
4,31/12/2013,17.7 (3.51 %),103,431000,4184,77,324200,4210,106800
5,30/12/2013,17.1 (-3.39 %),104,336700,3238,96,402300,4191,-65600
6,27/12/2013,17.7 (0.00 %),95,267700,2818,72,254400,3533,13300
7,26/12/2013,17.7 (-2.21 %),134,354600,2646,96,402300,4191,-47700
8,25/12/2013,18.1 (0.00 %),78,242600,3110,90,313000,3478,-70400
9,24/12/2013,18.1 (0.00 %),101,365800,3622,103,373000,3621,-7200
10,23/12/2013,18.1 (0.56 %),75,341900,4559,122,459200,3764,-117300
11,20/12/2013,18 (-1.10 %),88,347200,3945,119,432000,3630,-84800
12,19/12/2013,18.2 (2.25 %),153,714200,4668,236,750200,3179,-36000
13,18/12/2013,17.8 (0.00 %),88,320000,3636,121,437000,3612,-117000
14,17/12/2013,17.8 (1.71 %),107,520400,4864,124,413300,3333,107100
15,16/12/2013,17.5 (0.57 %),101,315100,3120,80,237500,2969,77600
16,13/12/2013,17.4 (0.58 %),88,281400,3198,83,184700,2225,96700
17,12/12/2013,17.3 (0.58 %),175,656200,3750,90,479300,5326,176900
18,11/12/2013,17.2 (-2.82 %),96,287200,2992,83,284800,3431,2400
19,10/12/2013,17.7 (-0.56 %),164,567300,3459,109,449800,4127,117500
20,09/12/2013,17.8 (-1.66 %),191,790600,4139,171,1003100,5866,-212500
1,06/12/2013,18.1 (0.56 %),151,444100,2941,135,391300,2899,52800
2,05/12/2013,18 (-0.55 %),153,595300,3891,140,675100,4822,-79800
3,04/12/2013,18.1 (3.43 %),227,1190900,5246,233,994700,4269,196200
4,03/12/2013,17.5 (3.55 %),234,1203900,5145,282,1246900,4422,-43000
5,02/12/2013,16.9 (0.00 %),98,433000,4418,106,413400,3900,19600
6,29/11/2013,16.9 (-0.59 %),103,480400,4664,127,558600,4398,-78200
7,28/11/2013,17 (0.59 %),69,239100,3465,87,265500,3052,-26400
8,27/11/2013,16.9 (0.00 %),129,653700,5067,130,697100,5362,-43400
9,26/11/2013,16.9 (0.00 %),178,746400,4193,97,545200,5621,201200
10,25/11/2013,16.9 (-1.17 %),176,733800,4169,145,793600,5473,-59800
11,22/11/2013,17.1 (0.59 %),177,715900,4045,162,606300,3743,109600
